university,year,rank_display,link,country,city,region,type,research_output,student_faculty_ratio,international_students,size,faculty_count,GRE Waiver,GRE Score,IELTS,Toefl,GPA,Tuition and fees,Acceptance Ratio,UID,CID,RID,SID,TID,GRE_ID,RO_ID
University of Tartu,2022,300,https://www.topuniversities.com/universities/university-tartu,Estonia,Tartu,Europe,Public,Very High,7.0,"1,400",M,"1,605",Not Applicable,Not Applicable,9.0,90,2.8000000000000003,62138,48.60000000000004,100302,CU46,R2,S1,Type2,GRE2,RA_RO1
University of Strathclyde,2022,302,https://www.topuniversities.com/universities/university-strathclyde,United Kingdom,Glasgow,Europe,Public,Very High,13.0,"5,397",L,"1,532",Not Applicable,Not Applicable,8.5,111,3.0000000000000004,62655,27.900000000000023,100303,CU2,R2,S2,Type2,GRE2,RA_RO1
Bandung Institute of Technology (ITB),2022,303,https://www.topuniversities.com/universities/bandung-institute-technology-itb,Indonesia,Bandung,Asia,Public,Very High,9.0,613,L,"2,228",Not Applicable,Not Applicable,8.5,92,2.6,58884,32.00000000000003,100304,CU42,R3,S2,Type2,GRE2,RA_RO1
University of Tasmania,2022,303,https://www.topuniversities.com/universities/university-tasmania,Australia,Hobart,Oceania,Public,Very High,13.0,"5,260",L,982,Not Applicable,Not Applicable,7.0,101,2.5,32029,49.00000000000004,100305,CU9,R4,S2,Type2,GRE2,RA_RO1
Gwangju Institute of Science and Technology (GIST),2022,305,https://www.topuniversities.com/universities/gwangju-institute-science-technology-gist,South Korea,Gwangju,Asia,Public,Very High,10.0,122,S,180,Not Applicable,Not Applicable,9.0,114,2.6,29660,7.800000000000004,100306,CU10,R3,S3,Type2,GRE2,RA_RO1
HSE University,2022,305,https://www.topuniversities.com/universities/hse-university,Russia,Moscow,Europe,Public,Very High,6.0,"4,535",XL,2724,Not Applicable,Not Applicable,7.5,116,3.3000000000000007,41646,40.60000000000004,100307,CU18,R2,S4,Type2,GRE2,RA_RO1
University of East Anglia (UEA),2022,307,https://www.topuniversities.com/universities/university-east-anglia-uea,United Kingdom,Norwich,Europe,Public,Very High,13.0,"3,541",L,"1,206",Not Applicable,Not Applicable,7.0,110,2.6,53628,33.300000000000026,100308,CU2,R2,S2,Type2,GRE2,RA_RO1
University of Warsaw ,2022,308,https://www.topuniversities.com/universities/university-warsaw,Poland,Warsaw,Europe,Public,Very High,10.0,"2,892",XL,"3,658",Not Applicable,Not Applicable,6.5,99,2.7,41046,15.10000000000001,100309,CU47,R2,S4,Type2,GRE2,RA_RO1
Jagiellonian University,2022,309,https://www.topuniversities.com/universities/jagiellonian-university,Poland,Krakow,Europe,Public,Very High,8.0,"2,907",XL,"4,089",Not Applicable,Not Applicable,7.0,103,2.5,54135,13.70000000000001,100310,CU47,R2,S4,Type2,GRE2,RA_RO1
University of Southern Denmark (SDU),2022,309,https://www.topuniversities.com/universities/university-southern-denmark-sdu,Denmark,Odense,Europe,Public,Very High,10.0,"2,511",L,"1,760",Not Applicable,Not Applicable,8.5,99,3.0000000000000004,51606,42.400000000000034,100311,CU19,R2,S2,Type2,GRE2,RA_RO1
Indiana University Bloomington,2022,311,https://www.topuniversities.com/universities/indiana-university-bloomington,United States,Bloomington,North America,Public,Very High,11.0,"3,722",XL,"3,837",No,Not Required,8.0,115,3.1000000000000005,63388,33.50000000000003,100312,CU1,R1,S4,Type2,GRE4,RA_RO1
University of Cologne,2022,311,https://www.topuniversities.com/universities/university-cologne,Germany,Cologne,Europe,Public,Very High,11.0,"4,890",XL,"2,724",Not Applicable,Not Applicable,8.5,109,3.0000000000000004,69776,29.600000000000023,100313,CU12,R2,S4,Type2,GRE2,RA_RO1
University of Miami,2022,311,https://www.topuniversities.com/universities/university-miami,United States,Miami,North America,Private,Very High,6.0,"2,646",L,"2,565",Yes,302,9.0,100,3.1000000000000005,59821,13.20000000000001,100314,CU1,R1,S2,Type1,GRE3,RA_RO1
National Taiwan University of Science and Technology (Taiwan Tech),2022,314,https://www.topuniversities.com/universities/national-taiwan-university-science-technology-taiwan-tech,Taiwan,Taipei City,Asia,Public,Very High,9.0,"1,537",M,"1,005",Not Applicable,Not Applicable,6.5,114,2.7,38379,46.000000000000036,100315,CU15,R3,S1,Type2,GRE2,RA_RO1
Université Grenoble Alpes,2022,314,https://www.topuniversities.com/universities/universite-grenoble-alpes,France,Grenoble,Europe,Public,Very High,17.0,"8,880",XL,"3,088",Not Applicable,Not Applicable,7.5,102,3.2000000000000006,47936,5.900000000000002,100316,CU11,R2,S4,Type2,GRE2,RA_RO1
University of Milan,2022,316,https://www.topuniversities.com/universities/university-milan,Italy,Milan,Europe,Public,Very High,20.0,"3,269",XL,"2,516",Not Applicable,Not Applicable,8.0,90,3.2000000000000006,43455,25.70000000000002,100317,CU29,R2,S4,Type2,GRE2,RA_RO1
IE University,2022,317,https://www.topuniversities.com/universities/ie-university,Spain,Segovia,Europe,Private,High,7.0,"3,917",S,662,Not Applicable,Not Applicable,6.0,100,2.7,57795,43.80000000000004,100318,CU31,R2,S3,Type1,GRE2,RA_RO3
RUDN University,2022,317,https://www.topuniversities.com/universities/rudn-university,Russia,Moscow,Europe,Public,High,6.0,"8,319",L,"3,890",Not Applicable,Not Applicable,6.5,117,3.0000000000000004,28162,18.100000000000016,100319,CU18,R2,S2,Type2,GRE2,RA_RO3
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),2022,319,https://www.topuniversities.com/universities/national-research-nuclear-university-mephi-moscow-engineering-physics-institute,Russia,Moscow,Europe,Public,Very High,5.0,"1,590",M,998,Not Applicable,Not Applicable,6.5,105,2.8000000000000003,36464,11.400000000000007,100320,CU18,R2,S1,Type2,GRE2,RA_RO1
Universitat Politècnica de Catalunya · BarcelonaTech (UPC),2022,319,https://www.topuniversities.com/universities/universitat-politecnica-de-catalunya-barcelonatech-upc,Spain,Barcelona,Europe,Public,Very High,9.0,"3,101",L,"2,485",Not Applicable,Not Applicable,7.5,114,3.400000000000001,40377,23.80000000000002,100321,CU31,R2,S2,Type2,GRE2,RA_RO1
Swinburne University of Technology,2022,321,https://www.topuniversities.com/universities/swinburne-university-technology,Australia,Melbourne,Oceania,Public,Very High,14.0,"4,000",L,946,Not Applicable,Not Applicable,6.5,100,3.3000000000000007,66429,9.400000000000006,100322,CU9,R4,S2,Type2,GRE2,RA_RO1
 University of Dundee,2022,322,https://www.topuniversities.com/universities/university-dundee,United Kingdom,Dundee,Europe,Public,High,14.0,"3,025",L,953,Not Applicable,Not Applicable,7.0,113,3.2000000000000006,48252,44.000000000000036,100323,CU2,R2,S2,Type2,GRE2,RA_RO3
Friedrich-Alexander-Universität Erlangen-Nürnberg,2022,322,https://www.topuniversities.com/universities/friedrich-alexander-universitat-erlangen-nurnberg,Germany,Erlangen,Europe,Public,Very High,32.0,"4,943",XL,"1,107",Not Applicable,Not Applicable,8.0,96,2.5,67908,30.000000000000025,100324,CU12,R2,S4,Type2,GRE2,RA_RO1
Pontificia Universidad Católica Argentina,2022,322,https://www.topuniversities.com/universities/pontificia-universidad-catolica-argentina,Argentina,Buenos Aires,Latin America,Private,Medium,4.0,"1,063",L,"3,805",Not Applicable,Not Applicable,9.0,107,2.8000000000000003,59183,6.900000000000004,100325,CU16,R5,S2,Type1,GRE2,RA_RO4
University of Macau,2022,322,https://www.topuniversities.com/universities/university-macau,Macau SAR,,Asia,Public,Very High,13.0,3.921,M,650,Not Applicable,Not Applicable,6.0,115,2.5,25891,27.70000000000002,100326,CU48,R3,S1,Type2,GRE2,RA_RO1
Aalborg University,2022,326,https://www.topuniversities.com/universities/aalborg-university,Denmark,Aalborg,Europe,Public,Very High,10.0,2.474,L,1.716,Not Applicable,Not Applicable,8.5,98,2.6,47969,28.800000000000022,100327,CU19,R2,S2,Type2,GRE2,RA_RO1
University of South Australia,2022,326,https://www.topuniversities.com/universities/university-south-australia,Australia,Magill,Oceania,Public,Very High,13.0,4.886,L,1.524,Not Applicable,Not Applicable,8.0,108,3.0000000000000004,47491,38.60000000000003,100328,CU9,R4,S2,Type2,GRE2,RA_RO1
L.N. Gumilyov Eurasian National University (ENU),2022,328,https://www.topuniversities.com/universities/ln-gumilyov-eurasian-national-university-enu,Kazakhstan,Nur-Sultan,Asia,Public,Very High,5.0,1.077,L,3.35,Not Applicable,Not Applicable,8.5,100,2.9000000000000004,59360,9.900000000000006,100329,CU32,R3,S2,Type2,GRE2,RA_RO1
Linköping University,2022,329,https://www.topuniversities.com/universities/linkoping-university,Sweden,Linköping,Europe,Public,Very High,11.0,2.514,L,1.471,Not Applicable,Not Applicable,6.0,115,3.400000000000001,39620,43.30000000000003,100330,CU21,R2,S2,Type2,GRE2,RA_RO1
"City, University of London",2022,330,https://www.topuniversities.com/universities/city-university-london,United Kingdom,London,Europe,Public,Very High,16.0,7.362,L,970,Not Applicable,Not Applicable,8.0,112,3.3000000000000007,47207,23.80000000000002,100331,CU2,R2,S2,Type2,GRE2,RA_RO1
Technion - Israel Institute of Technology,2022,330,https://www.topuniversities.com/universities/technion-israel-institute-technology,Israel,Haifa,Asia,Public,Very High,8.0,526,L,1.616,Not Applicable,Not Applicable,8.5,90,3.0000000000000004,51831,8.400000000000006,100332,CU35,R3,S2,Type2,GRE2,RA_RO1
"Birkbeck, University of London",2022,332,https://www.topuniversities.com/universities/birkbeck-university-london,United Kingdom,London,Europe,Public,Very High,14.0,3.214,M,585,Not Applicable,Not Applicable,8.0,103,2.5,44884,8.800000000000004,100333,CU2,R2,S1,Type2,GRE2,RA_RO1
Taylor's University,2022,332,https://www.topuniversities.com/universities/taylors-university,Malaysia,Subang Jaya,Asia,Private,Very High,7.0,1.704,S,578,Not Applicable,Not Applicable,7.0,107,2.7,35656,40.000000000000036,100334,CU14,R3,S3,Type1,GRE2,RA_RO1
Huazhong University of Science and Technology,2022,334,https://www.topuniversities.com/universities/huazhong-university-science-technology,China (Mainland),Wuhan,Asia,Public,Very High,15.0,2.796,XL,4.014,Not Applicable,Not Applicable,6.0,113,3.3000000000000007,32602,12.500000000000009,100335,CU5,R3,S4,Type2,GRE2,RA_RO1
National Taiwan Normal University,2022,334,https://www.topuniversities.com/universities/national-taiwan-normal-university,Taiwan,Taipei City,Asia,Public,Very High,8.0,1.499,M,1.374,Not Applicable,Not Applicable,6.5,116,2.9000000000000004,64048,46.500000000000036,100336,CU15,R3,S1,Type2,GRE2,RA_RO1
Politecnico di Torino,2022,334,https://www.topuniversities.com/universities/politecnico-di-torino,Italy,Turin,Europe,Public,Very High,29.0,5.369,XL,1.05,Not Applicable,Not Applicable,8.0,103,3.0000000000000004,32793,33.90000000000003,100337,CU29,R2,S4,Type2,GRE2,RA_RO1
Royal Holloway University of London,2022,334,https://www.topuniversities.com/universities/royal-holloway-university-london,United Kingdom,Egham,Europe,Public,Very High,13.0,3.705,M,831,Not Applicable,Not Applicable,6.5,94,2.8000000000000003,35858,39.500000000000036,100338,CU2,R2,S1,Type2,GRE2,RA_RO1
Tianjin University,2022,334,https://www.topuniversities.com/universities/tianjin-university,China (Mainland),Tianjin,Asia,Public,Very High,9.0,3.425,L,3.147,Not Applicable,Not Applicable,7.0,114,2.8000000000000003,43611,42.70000000000004,100339,CU5,R3,S2,Type2,GRE2,RA_RO1
University of Victoria (UVic),2022,334,https://www.topuniversities.com/universities/university-victoria-uvic,Canada,Victoria,North America,Public,Very High,26.0,6.135,L,865,Not Applicable,Not Applicable,9.0,106,2.7,39454,26.20000000000002,100340,CU8,R1,S2,Type2,GRE2,RA_RO1
Goethe-University Frankfurt am Main,2022,340,https://www.topuniversities.com/universities/goethe-university-frankfurt-am-main,Germany,Frankfurt,Europe,Public,Very High,12.0,6.749,XL,3.623,Not Applicable,Not Applicable,6.5,115,2.8000000000000003,64921,36.80000000000003,100341,CU12,R2,S4,Type2,GRE2,RA_RO1
University of Hawaiʻi at Mānoa,2022,340,https://www.topuniversities.com/universities/university-hawaii-manoa,United States,Honolulu,North America,Public,Very High,9.0,1.586,L,1.64,No,Not Required,6.5,97,2.9000000000000004,36603,3.6000000000000005,100342,CU1,R1,S2,Type2,GRE4,RA_RO1
Northeastern University,2022,342,https://www.topuniversities.com/universities/northeastern-university,United States,Boston,North America,Private,Very High,12.0,7.595,L,1.723,Optional,302,8.5,108,3.1000000000000005,53836,45.70000000000004,100343,CU1,R1,S2,Type1,GRE1,RA_RO1
Hiroshima University,2022,343,https://www.topuniversities.com/universities/hiroshima-university,Japan,Higashihiroshima City,Asia,Public,Very High,6.0,1.68,L,2.366,Not Applicable,Not Applicable,8.5,110,2.5,30740,33.10000000000002,100344,CU7,R3,S2,Type2,GRE2,RA_RO1
Universiti Teknologi Brunei,2022,344,https://www.topuniversities.com/universities/universiti-teknologi-brunei,Brunei,Bandar Seri Begawan,Asia,Public,High,6.0,,S,139,Not Applicable,Not Applicable,6.5,99,3.400000000000001,62892,48.90000000000004,100345,CU41,R3,S3,Type2,GRE2,RA_RO3
Universität Jena,2022,344,https://www.topuniversities.com/universities/universitat-jena,Germany,Jena,Europe,Public,Very High,4.0,2.307,L,3.974,Not Applicable,Not Applicable,7.5,95,2.9000000000000004,30147,20.600000000000016,100346,CU12,R2,S2,Type2,GRE2,RA_RO1
Virginia Polytechnic Institute and State University,2022,346,https://www.topuniversities.com/universities/virginia-polytechnic-institute-state-university,United States,Blacksburg,North America,Public,Very High,12.0,4.477,XL,2.802,Optional,331,8.0,108,3.2000000000000006,30017,43.20000000000004,100347,CU1,R1,S4,Type2,GRE1,RA_RO1
Kazan (Volga region) Federal University,2022,347,https://www.topuniversities.com/universities/kazan-volga-region-federal-university,Russia,Kazan,Europe,Public,Very High,6.0,8.375,L,3.847,Not Applicable,Not Applicable,8.5,103,3.3000000000000007,40173,11.300000000000008,100348,CU18,R2,S2,Type2,GRE2,RA_RO1
UCSI University,2022,347,https://www.topuniversities.com/universities/ucsi-university,Malaysia,Kuala Lumpur,Asia,Private,High,8.0,1.597,M,744,Not Applicable,Not Applicable,7.0,92,3.2000000000000006,35025,38.80000000000003,100349,CU14,R3,S1,Type1,GRE2,RA_RO3
"University of California, Santa Cruz",2022,347,https://www.topuniversities.com/universities/university-california-santa-cruz,United States,Santa Cruz,North America,Public,Very High,18.0,2.13,L,1.045,Yes,298,8.0,115,2.8000000000000003,60372,14.00000000000001,100350,CU1,R1,S2,Type2,GRE3,RA_RO1
Universität Stuttgart,2022,347,https://www.topuniversities.com/universities/universitat-stuttgart,Germany,Stuttgart,Europe,Public,Very High,17.0,3.028,L,932,Not Applicable,Not Applicable,8.5,106,3.2000000000000006,54106,13.100000000000009,100351,CU12,R2,S2,Type2,GRE2,RA_RO1
Brunel University London,2022,351,https://www.topuniversities.com/universities/brunel-university-london,United Kingdom,,Europe,Public,Very High,16.0,5.305,L,860,Not Applicable,Not Applicable,6.0,111,3.0000000000000004,48466,38.70000000000003,100352,CU2,R2,S2,Type2,GRE2,RA_RO1
Universidad Carlos III de Madrid (UC3M),2022,351,https://www.topuniversities.com/universities/universidad-carlos-iii-de-madrid-uc3m,Spain,Madrid,Europe,Public,Very High,9.0,2.11,L,2.119,Not Applicable,Not Applicable,6.5,110,2.7,46670,41.900000000000034,100353,CU31,R2,S2,Type2,GRE2,RA_RO1
Ural Federal University - UrFU,2022,351,https://www.topuniversities.com/universities/ural-federal-university-urfu,Russia,Ekaterinburg,Europe,Public,Very High,6.0,5.089,L,5.009,Not Applicable,Not Applicable,6.5,115,2.5,26240,18.400000000000013,100354,CU18,R2,S2,Type2,GRE2,RA_RO1
Johannes Kepler University Linz,2022,354,https://www.topuniversities.com/universities/johannes-kepler-university-linz,Austria,Linz,Europe,Public,Very High,6.0,774,M,897,Not Applicable,Not Applicable,6.0,90,3.0000000000000004,56537,24.30000000000002,100355,CU30,R2,S1,Type2,GRE2,RA_RO1
George Washington University,2022,355,https://www.topuniversities.com/universities/george-washington-university,United States,Ashburn,North America,Private,Very High,11.0,4.024,L,2.016,Yes,319,7.5,115,2.5,54014,10.700000000000006,100356,CU1,R1,S2,Type1,GRE3,RA_RO1
Tilburg University,2022,356,https://www.topuniversities.com/universities/tilburg-university,Netherlands,Tilburg,Europe,Public,Very High,15.0,2.189,M,745,Not Applicable,Not Applicable,6.0,99,3.2000000000000006,40302,25.30000000000002,100357,CU13,R2,S1,Type2,GRE2,RA_RO1
University of Lisbon ,2022,356,https://www.topuniversities.com/universities/university-lisbon,Portugal,Lisbon ,Europe,Public,Very High,14.0,8.546,XL,3.389,Not Applicable,Not Applicable,7.0,96,2.6,44311,8.500000000000005,100358,CU45,R2,S4,Type2,GRE2,RA_RO1
Nankai University,2022,358,https://www.topuniversities.com/universities/nankai-university,China (Mainland),Tianjin,Asia,Public,Very High,11.0,1.488,XL,2.846,Not Applicable,Not Applicable,7.5,92,2.5,58685,4.600000000000001,100359,CU5,R3,S4,Type2,GRE2,RA_RO1
National University of Sciences And Technology (NUST) Islamabad,2022,358,https://www.topuniversities.com/universities/national-university-sciences-technology-nust-islamabad,Pakistan,Islamabad,Asia,Public,Very High,7.0,563,M,1.608,Not Applicable,Not Applicable,8.5,117,3.400000000000001,43417,38.10000000000003,100360,CU49,R3,S1,Type2,GRE2,RA_RO1
University of Jyväskylä,2022,358,https://www.topuniversities.com/universities/university-jyvaskyla,Finland,Jyväskylä,Europe,Public,Very High,7.0,339,M,1.573,Not Applicable,Not Applicable,6.5,106,3.2000000000000006,60302,15.400000000000011,100361,CU24,R2,S1,Type2,GRE2,RA_RO1
University of Utah,2022,358,https://www.topuniversities.com/universities/university-utah,United States,Salt Lake City,North America,Public,Very High,8.0,2.134,L,3.345,Yes,314,7.5,117,3.400000000000001,37386,7.100000000000003,100362,CU1,R1,S2,Type2,GRE3,RA_RO1
Ewha Womans University,2022,362,https://www.topuniversities.com/universities/ewha-womans-university,South Korea,Seoul,Asia,Private,High,7.0,2.105,L,2.436,Not Applicable,Not Applicable,6.0,102,3.1000000000000005,62210,43.500000000000036,100363,CU10,R3,S2,Type1,GRE2,RA_RO3
